,AREA,PERIMETER,ANGLE,FERET,FERETX,FERETY,FERETZ,MINFERET,LENGTH,Area/Perimeter,Perimeter/Angle,Area/Angle,Area/FeretX,Area/FeretY,Area/FeretZ,Perimeter/FeretX,Perimeter/FeretY,Perimeter/FeretZ,Angle/FeretX,Angle/FeretY,Angle/FeretZ,TYPE
1,118,117,0,117,483,606,0,0,117,1.008547009,0,0,0.244306418,0.194719472,0,0.242236025,0.193069307,0,0,0,0,Fifth
2,43,42.107,-85.914,42.107,543,594,94.086,4.44E-16,42.107,1.021207875,-0.490106385,-0.500500501,0.079189687,0.072390572,0.457028676,0.07754512,0.070887205,0.447537359,-0.158220994,-0.144636364,-0.913143294,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,97,96.047,-1.79,96.047,498,591,178.21,0,96.047,1.009922226,-53.6575419,-54.18994413,0.194779116,0.164128596,0.544301667,0.192865462,0.162516074,0.538954043,-0.003594378,-0.003028765,-0.01004433,Fifth
2,43,42,-90,42,552,570,90,0,42,1.023809524,-0.466666667,-0.477777778,0.077898551,0.075438596,0.477777778,0.076086957,0.073684211,0.466666667,-0.163043478,-0.157894737,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,94,93.193,3.691,93.193,423,642,3.691,8.88E-16,93.193,1.008659449,25.24871309,25.46735302,0.222222222,0.146417445,25.46735302,0.220314421,0.145160436,25.24871309,0.008725768,0.005749221,1,Fifth
2,31,30,90,30,471,630,90,0,30,1.033333333,0.333333333,0.344444444,0.06581741,0.049206349,0.344444444,0.063694268,0.047619048,0.333333333,0.191082803,0.142857143,1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,86,84.853,8.13,84.853,381,522,8.13,0,84.853,1.013517495,10.43702337,10.57810578,0.225721785,0.164750958,10.57810578,0.222711286,0.16255364,10.43702337,0.021338583,0.015574713,1,Fifth
2,37,36.125,-85.236,36.125,417,498,94.764,0,36.125,1.024221453,-0.423823267,-0.434088883,0.088729017,0.074297189,0.390443628,0.086630695,0.072540161,0.381210164,-0.204402878,-0.171156627,-0.899455489,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,100,99.045,-1.736,99.045,384,636,178.264,4.44E-16,99.045,1.009642082,-57.05357143,-57.60368664,0.260416667,0.157232704,0.560965759,0.257929688,0.155731132,0.555608536,-0.004520833,-0.00272956,-0.009738366,Fifth
2,40,39,90,39,435,624,90,0,39,1.025641026,0.433333333,0.444444444,0.091954023,0.064102564,0.444444444,0.089655172,0.0625,0.433333333,0.206896552,0.144230769,1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,84,82.976,12.529,82.976,564,546,12.529,0,82.976,1.012340918,6.622715301,6.704445686,0.14893617,0.153846154,6.704445686,0.147120567,0.151970696,6.622715301,0.022214539,0.022946886,1,Fifth
2,35,33.541,-79.695,33.541,600,516,100.305,8.88E-16,33.541,1.043499001,-0.420867056,-0.439174352,0.058333333,0.067829457,0.348935746,0.055901667,0.065001938,0.33439011,-0.132825,-0.154447674,-0.794526694,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,88,87.207,-3.945,87.207,405,576,176.055,0,87.207,1.009093307,-22.10570342,-22.30671736,0.217283951,0.152777778,0.499843799,0.215325926,0.151401042,0.495339525,-0.009740741,-0.006848958,-0.02240777,Fifth
2,34,33,-90,33,453,558,90,0,33,1.03030303,-0.366666667,-0.377777778,0.075055188,0.0609319,0.377777778,0.072847682,0.059139785,0.366666667,-0.198675497,-0.161290323,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,119,117.958,7.306,117.958,516,528,7.306,1.78E-15,117.958,1.008833653,16.14535998,16.28798248,0.230620155,0.225378788,16.28798248,0.228600775,0.223405303,16.14535998,0.014158915,0.013837121,1,Fifth
2,40,39.459,-81.254,39.459,567,501,98.746,0,39.459,1.013710434,-0.485625323,-0.492283457,0.070546737,0.079840319,0.405079699,0.069592593,0.078760479,0.399600996,-0.143305115,-0.162183633,-0.822858647,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,108,107.205,17.928,107.205,513,585,17.928,3.55E-15,107.205,1.007415699,5.979752343,6.024096386,0.210526316,0.184615385,6.024096386,0.208976608,0.18325641,5.979752343,0.034947368,0.030646154,1,Fifth
2,46,45.398,-82.405,45.398,567,549,97.595,0,45.398,1.013260496,-0.550913173,-0.558218555,0.081128748,0.083788707,0.471335622,0.080067019,0.082692168,0.465167273,-0.145335097,-0.150100182,-0.844356781,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,107,106.066,8.13,106.066,483,564,8.13,0,106.066,1.008805838,13.04624846,13.16113161,0.221532091,0.189716312,13.16113161,0.219598344,0.188060284,13.04624846,0.016832298,0.014414894,1,Fifth
2,45,43.681,-74.055,43.681,525,534,105.945,1.78E-15,43.681,1.030196195,-0.589845385,-0.607656472,0.085714286,0.084269663,0.42474869,0.083201905,0.081799625,0.412298834,-0.141057143,-0.138679775,-0.698994761,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,85,84.481,16.504,84.481,489,570,16.504,0,84.481,1.006143393,5.11881968,5.150266602,0.173824131,0.149122807,5.150266602,0.172762781,0.148212281,5.11881968,0.033750511,0.028954386,1,Fifth
2,47,45.695,-66.801,45.695,525,534,113.199,0,45.695,1.028558923,-0.684046646,-0.703582282,0.08952381,0.088014981,0.415198014,0.087038095,0.085571161,0.403669644,-0.12724,-0.125095506,-0.590120054,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,101,100.13,8.616,100.13,591,663,8.616,0,100.13,1.008688705,11.62140204,11.72237697,0.170896785,0.152337858,11.72237697,0.169424704,0.151025641,11.62140204,0.01457868,0.012995475,1,Fifth
2,49,48.374,-82.875,48.374,630,636,97.125,0,48.374,1.012940836,-0.583698341,-0.591251885,0.077777778,0.077044025,0.504504505,0.076784127,0.076059748,0.498059202,-0.131547619,-0.130306604,-0.853281853,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,94,93.193,-3.691,93.193,495,654,176.309,0,93.193,1.008659449,-25.24871309,-25.46735302,0.18989899,0.143730887,0.533154859,0.188268687,0.142496942,0.528577668,-0.007456566,-0.005643731,-0.020934836,Fifth
2,37,36,-90,36,549,636,90,0,36,1.027777778,-0.4,-0.411111111,0.067395264,0.058176101,0.411111111,0.06557377,0.056603774,0.4,-0.163934426,-0.141509434,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,94,93.434,5.528,93.434,375,561,5.528,0,93.434,1.006057752,16.90195369,17.00434153,0.250666667,0.167557932,17.00434153,0.249157333,0.16654902,16.90195369,0.014741333,0.009853832,1,Fifth
2,37,36.125,-85.236,36.125,420,546,94.764,0,36.125,1.024221453,-0.423823267,-0.434088883,0.088095238,0.067765568,0.390443628,0.086011905,0.066163004,0.381210164,-0.202942857,-0.15610989,-0.899455489,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,60,59.093,23.962,59.093,333,849,23.962,0,59.093,1.015348688,2.466113012,2.503964611,0.18018018,0.070671378,2.503964611,0.177456456,0.069603062,2.466113012,0.071957958,0.028223793,1,Fifth
2,27,25.807,-54.462,25.807,351,822,125.538,0,25.807,1.046227768,-0.473853329,-0.495758511,0.076923077,0.032846715,0.21507432,0.073524217,0.031395377,0.205571221,-0.155162393,-0.066255474,-0.433828801,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,89,87.824,7.853,87.824,411,696,7.853,0,87.824,1.013390417,11.18349675,11.33324844,0.216545012,0.127873563,11.33324844,0.213683698,0.126183908,11.18349675,0.019107056,0.011283046,1,Fifth
2,37,36.497,-80.538,36.497,453,678,99.462,0,36.497,1.013781955,-0.453164966,-0.459410465,0.081677704,0.054572271,0.372001367,0.080567329,0.053830383,0.36694416,-0.177788079,-0.118787611,-0.809736382,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,80,79.429,10.886,79.429,333,723,10.886,1.78E-15,79.429,1.00718881,7.296435789,7.348888481,0.24024024,0.110650069,7.348888481,0.238525526,0.109860304,7.296435789,0.032690691,0.015056708,1,Fifth
2,37,36.497,-80.538,36.497,369,696,99.462,0,36.497,1.013781955,-0.453164966,-0.459410465,0.100271003,0.05316092,0.372001367,0.098907859,0.052438218,0.36694416,-0.218260163,-0.115715517,-0.809736382,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,70,69.26,4.97,69.26,315,693,4.97,0,69.26,1.010684378,13.93561368,14.08450704,0.222222222,0.101010101,14.08450704,0.219873016,0.09994228,13.93561368,0.015777778,0.007171717,1,Fifth
2,31,30,-90,30,354,675,90,0,30,1.033333333,-0.333333333,-0.344444444,0.087570621,0.045925926,0.344444444,0.084745763,0.044444444,0.333333333,-0.254237288,-0.133333333,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,121,119.775,22.068,119.775,426,618,22.068,0,119.775,1.01022751,5.427542142,5.483052384,0.284037559,0.19579288,5.483052384,0.281161972,0.19381068,5.427542142,0.051802817,0.035708738,1,Fifth
2,49,48.374,-60.255,48.374,471,570,119.745,0,48.374,1.012940836,-0.802821343,-0.813210522,0.10403397,0.085964912,0.409202889,0.102704883,0.084866667,0.403975114,-0.127929936,-0.105710526,-0.503194288,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,97,96.047,-1.79,96.047,396,516,178.21,0,96.047,1.009922226,-53.6575419,-54.18994413,0.244949495,0.187984496,0.544301667,0.242542929,0.186137597,0.538954043,-0.004520202,-0.003468992,-0.01004433,Fifth
2,43,42,-90,42,447,492,90,0,42,1.023809524,-0.466666667,-0.477777778,0.096196868,0.087398374,0.477777778,0.093959732,0.085365854,0.466666667,-0.201342282,-0.182926829,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,104,103.446,16.858,103.446,384,612,16.858,0,103.446,1.005355451,6.136315103,6.169177838,0.270833333,0.169934641,6.169177838,0.269390625,0.169029412,6.136315103,0.043901042,0.027545752,1,Fifth
2,43,41.677,-59.744,41.677,423,588,120.256,0,41.677,1.031744127,-0.697593064,-0.719737547,0.101654846,0.073129252,0.357570516,0.098527187,0.070879252,0.346568986,-0.141238771,-0.101605442,-0.496806812,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,91,90.2,-3.814,90.2,438,591,176.186,0,90.2,1.00886918,-23.64971159,-23.85946513,0.207762557,0.153976311,0.516499608,0.205936073,0.152622673,0.511958952,-0.008707763,-0.006453469,-0.021647577,Fifth
2,34,33.136,-84.806,33.136,483,585,95.194,0,33.136,1.02607436,-0.390727071,-0.40091503,0.070393375,0.058119658,0.357165368,0.068604555,0.056642735,0.348089165,-0.175581781,-0.144967521,-0.890875475,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,106,105.043,-1.637,105.043,585,552,178.363,0,105.043,1.009110555,-64.16799023,-64.75259621,0.181196581,0.192028986,0.59429366,0.179560684,0.19029529,0.588928197,-0.002798291,-0.00296558,-0.009177912,Fifth
2,43,42,-90,42,645,537,90,0,42,1.023809524,-0.466666667,-0.477777778,0.066666667,0.080074488,0.477777778,0.065116279,0.078212291,0.466666667,-0.139534884,-0.167597765,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,94,93,0,93,399,675,0,0,93,1.010752688,0,0,0.235588972,0.139259259,0,0.233082707,0.137777778,0,0,0,0,Fifth
2,37,36,-90,36,444,657,90,0,36,1.027777778,-0.4,-0.411111111,0.083333333,0.056316591,0.411111111,0.081081081,0.054794521,0.4,-0.202702703,-0.136986301,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,107,106.066,-8.13,106.066,450,618,171.87,0,106.066,1.008805838,-13.04624846,-13.16113161,0.237777778,0.173139159,0.622563565,0.235702222,0.171627832,0.617129226,-0.018066667,-0.01315534,-0.047303194,Fifth
2,32,30.594,-101.31,30.594,510,645,78.69,8.88E-16,30.594,1.045956724,-0.301984009,-0.315862205,0.062745098,0.049612403,0.406659042,0.059988235,0.047432558,0.38879146,-0.198647059,-0.157069767,-1.28745711,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,94,93.193,3.691,93.193,393,621,3.691,8.88E-16,93.193,1.008659449,25.24871309,25.46735302,0.239185751,0.15136876,25.46735302,0.237132316,0.150069243,25.24871309,0.009391858,0.005943639,1,Fifth
2,34,33.136,-84.806,33.136,435,603,95.194,0,33.136,1.02607436,-0.390727071,-0.40091503,0.07816092,0.056384743,0.357165368,0.076174713,0.054951907,0.348089165,-0.194956322,-0.140640133,-0.890875475,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,78,76.662,30.579,76.662,438,624,30.579,0,76.662,1.017453236,2.507014618,2.550770136,0.178082192,0.125,2.550770136,0.175027397,0.122855769,2.507014618,0.069815068,0.049004808,1,Fifth
2,32,30.887,-60.945,30.887,468,591,119.055,0,30.887,1.036034578,-0.506801214,-0.525063582,0.068376068,0.054145516,0.268783335,0.065997863,0.052262267,0.259434715,-0.130224359,-0.103121827,-0.511906262,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,95,94.154,22.479,94.154,483,729,22.479,0,94.154,1.008985279,4.188531518,4.226166644,0.196687371,0.130315501,4.226166644,0.194935818,0.129155007,4.188531518,0.046540373,0.030835391,1,Fifth
2,38,36.62,-55.008,36.62,519,693,124.992,0,36.62,1.037684326,-0.66572135,-0.69080861,0.073217726,0.054834055,0.304019457,0.070558767,0.052842713,0.292978751,-0.105988439,-0.079376623,-0.440092166,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,107,106.405,21.501,106.405,480,732,21.501,0,106.405,1.005591842,4.948839589,4.97651272,0.222916667,0.146174863,4.97651272,0.221677083,0.145362022,4.948839589,0.04479375,0.029372951,1,Fifth
2,42,40.804,-53.973,40.804,516,693,126.027,0,40.804,1.029310852,-0.756007633,-0.778166861,0.081395349,0.060606061,0.33326192,0.079077519,0.058880231,0.32377189,-0.104598837,-0.077883117,-0.428265372,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,100,99,0,99,486,687,0,0,99,1.01010101,0,0,0.205761317,0.145560408,0,0.203703704,0.144104803,0,0,0,0,Fifth
2,40,39,-90,39,531,672,90,0,39,1.025641026,-0.433333333,-0.444444444,0.075329567,0.05952381,0.444444444,0.073446328,0.058035714,0.433333333,-0.169491525,-0.133928571,-1,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Fifth
1,104,103.446,16.858,103.446,477,798,16.858,0,103.446,1.005355451,6.136315103,6.169177838,0.21802935,0.130325815,6.169177838,0.216867925,0.129631579,6.136315103,0.035341719,0.021125313,1,Fifth
2,45,44.294,-61.699,44.294,522,771,118.301,0,44.294,1.015938953,-0.717904666,-0.729347315,0.086206897,0.058365759,0.380385626,0.084854406,0.057450065,0.374417799,-0.118197318,-0.080024643,-0.521542506,Fifth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
1,122,219.323,120.599,-5.711,120.599,495,687,1.78E-15,120.599,0.55625721,1.818613753,1.011617012,1.011617012,0.246464646,0.177583697,1.818613753,0.443076768,0.319247453,1,0.243634343,0.175544396,Sixth
2,134,222.014,133.154,22.521,133.154,501,717,7.11E-15,133.154,0.603565541,1.667347582,1.006353546,1.006353546,0.26746507,0.186889819,1.667347582,0.443141717,0.309642957,1,0.265776447,0.185709902,Sixth
3,99,219.739,98.407,-37.569,98.407,519,669,0,98.407,0.450534498,2.23296107,1.006025994,1.006025994,0.190751445,0.147982063,2.23296107,0.42338921,0.328458894,1,0.189608863,0.147095665,Sixth
4,70,221.69,69.065,-92.49,69.065,561,732,4.44E-16,69.065,0.315756236,3.209874756,1.013537971,1.013537971,0.124777184,0.095628415,3.209874756,0.39516934,0.302855191,1,0.123110517,0.094351093,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,243.818,109.49,-9.462,109.49,498,687,0,109.49,0.45115619,2.226851767,1.00465796,1.00465796,0.220883534,0.160116448,2.226851767,0.489594378,0.354902475,1,0.219859438,0.15937409,Sixth
2,84,237.447,83.409,-37.694,83.409,522,672,0,83.409,0.353763156,2.846779125,1.007085566,1.007085566,0.16091954,0.125,2.846779125,0.45487931,0.35334375,1,0.159787356,0.124120536,Sixth
3,89,246.78,88.233,17.819,88.233,507,708,0,88.233,0.360645109,2.79691272,1.008692893,1.008692893,0.175542406,0.125706215,2.79691272,0.486745562,0.348559322,1,0.174029586,0.124622881,Sixth
4,46,247.457,45,90,45,558,675,0,45,0.185890882,5.499044444,1.022222222,1.022222222,0.082437276,0.068148148,5.499044444,0.443471326,0.366602963,1,0.080645161,0.066666667,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,102,231.696,100.623,-10.305,100.623,519,753,0,100.623,0.440232028,2.30261471,1.013684744,1.013684744,0.196531792,0.135458167,2.30261471,0.446427746,0.307697211,1,0.193878613,0.133629482,Sixth
2,80,242.79,78.518,-43.452,78.518,546,735,0,78.518,0.329502863,3.092157212,1.018874653,1.018874653,0.146520147,0.108843537,3.092157212,0.44467033,0.330326531,1,0.143805861,0.106827211,Sixth
3,95,245.675,94.202,9.162,94.202,534,765,0,94.202,0.386689732,2.607959491,1.008471158,1.008471158,0.177902622,0.124183007,2.607959491,0.460065543,0.321143791,1,0.17640824,0.123139869,Sixth
4,59,240.016,58.249,78.111,58.249,582,789,0,58.249,0.245816946,4.12051709,1.012892925,1.012892925,0.10137457,0.0747782,4.12051709,0.412398625,0.304202788,1,0.100084192,0.073826362,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,237.285,109.037,-7.907,109.037,528,690,0,109.037,0.463577554,2.1761879,1.008831864,1.008831864,0.208333333,0.15942029,2.1761879,0.449403409,0.343891304,1,0.20650947,0.158024638,Sixth
2,74,240.676,73.239,-34.992,73.239,546,675,0,73.239,0.3074673,3.286172668,1.010390639,1.010390639,0.135531136,0.10962963,3.286172668,0.440798535,0.356557037,1,0.134137363,0.108502222,Sixth
3,86,241.682,85.381,18.435,85.381,543,702,0,85.381,0.355839492,2.830629765,1.007249857,1.007249857,0.158379374,0.122507123,2.830629765,0.445086556,0.344276353,1,0.157239411,0.121625356,Sixth
4,49,247.764,48.374,82.875,48.374,588,717,0,48.374,0.197768845,5.121842312,1.012940836,1.012940836,0.083333333,0.068340307,5.121842312,0.421367347,0.345556485,1,0.082268707,0.067467225,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,109,227.209,108.374,-4.764,108.374,531,663,0,108.374,0.479734518,2.096526842,1.005776293,1.005776293,0.20527307,0.164404223,2.096526842,0.427888889,0.342698341,1,0.204094162,0.16346003,Sixth
2,69,227.212,68.411,-37.875,68.411,561,642,0,68.411,0.303681144,3.321278742,1.008609727,1.008609727,0.122994652,0.107476636,3.321278742,0.405012478,0.353912773,1,0.121944742,0.10655919,Sixth
3,89,227.112,88.233,35.311,88.233,552,687,0,88.233,0.391877136,2.574002924,1.008692893,1.008692893,0.161231884,0.129548763,2.574002924,0.411434783,0.330585153,1,0.159842391,0.128432314,Sixth
4,55,228.568,54.083,86.82,54.083,588,690,0,54.083,0.240628609,4.226244846,1.01695542,1.01695542,0.093537415,0.079710145,4.226244846,0.388721088,0.331257971,1,0.091977891,0.078381159,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,232.603,109.037,-7.907,109.037,420,750,0,109.037,0.472908776,2.133248347,1.008831864,1.008831864,0.261904762,0.146666667,2.133248347,0.553816667,0.310137333,1,0.259611905,0.145382667,Sixth
2,79,237.114,78.23,-32.471,78.23,438,738,0,78.23,0.333173073,3.030985555,1.009842771,1.009842771,0.180365297,0.10704607,3.030985555,0.541356164,0.321292683,1,0.178607306,0.10600271,Sixth
3,95,238.383,93.915,26.565,93.915,432,774,0,93.915,0.398518351,2.538284619,1.011553,1.011553,0.219907407,0.122739018,2.538284619,0.5518125,0.307988372,1,0.217395833,0.121337209,Sixth
4,58,233.88,57.315,83.991,57.315,474,783,0,57.315,0.247990422,4.080607171,1.011951496,1.011951496,0.122362869,0.074074074,4.080607171,0.493417722,0.298697318,1,0.120917722,0.073199234,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,90,246.553,89.499,-13.57,89.499,555,756,0,89.499,0.365033076,2.754812903,1.005597828,1.005597828,0.162162162,0.119047619,2.754812903,0.44423964,0.326128307,1,0.161259459,0.118384921,Sixth
2,65,249.664,63.781,-48.814,63.781,585,741,0,63.781,0.26034991,3.914394569,1.019112275,1.019112275,0.111111111,0.087719298,3.914394569,0.426776068,0.336928475,1,0.10902735,0.086074224,Sixth
3,91,245.808,90.25,15.422,90.25,555,771,0,90.25,0.370207642,2.723634349,1.008310249,1.008310249,0.163963964,0.118028534,2.723634349,0.442897297,0.318817121,1,0.162612613,0.117055772,Sixth
4,53,249.174,52.393,66.371,52.393,597,789,0,52.393,0.21270277,4.755864333,1.011585517,1.011585517,0.088777219,0.067173638,4.755864333,0.417376884,0.315809886,1,0.087760469,0.066404309,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,105,227.876,104.139,-11.634,104.139,510,675,0,104.139,0.460776914,2.188190783,1.008267796,1.008267796,0.205882353,0.155555556,2.188190783,0.446815686,0.337594074,1,0.204194118,0.15428,Sixth
2,80,229.58,78.518,-43.452,78.518,537,663,0,78.518,0.34846241,2.923915535,1.018874653,1.018874653,0.148975791,0.12066365,2.923915535,0.427523277,0.34627451,1,0.146216015,0.118428356,Sixth
3,104,231.553,103.446,16.858,103.446,513,696,0,103.446,0.449141233,2.238394911,1.005355451,1.005355451,0.202729045,0.149425287,2.238394911,0.45137037,0.332691092,1,0.201649123,0.14862931,Sixth
4,53,232.202,51.788,79.992,51.788,567,714,0,51.788,0.228249541,4.483702788,1.023403105,1.023403105,0.093474427,0.074229692,4.483702788,0.409527337,0.325212885,1,0.091336861,0.072532213,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,92,238.572,91.241,-9.462,91.241,543,780,0,91.241,0.385627819,2.614745564,1.008318629,1.008318629,0.169429098,0.117948718,2.614745564,0.439359116,0.305861538,1,0.168031308,0.116975641,Sixth
2,78,236.556,76.837,-38.66,76.837,561,765,0,76.837,0.329731649,3.078673035,1.015135937,1.015135937,0.139037433,0.101960784,3.078673035,0.421668449,0.309223529,1,0.136964349,0.100440523,Sixth
3,95,240.186,94.154,22.479,94.154,546,804,0,94.154,0.3955268,2.55099093,1.008985279,1.008985279,0.173992674,0.118159204,2.55099093,0.439901099,0.298738806,1,0.172443223,0.117106965,Sixth
4,56,238.866,54.745,80.538,54.745,591,819,0,54.745,0.234441067,4.363247785,1.022924468,1.022924468,0.094754653,0.068376068,4.363247785,0.404172589,0.291655678,1,0.092631134,0.066843712,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,127,225.15,126,0,126,480,606,0,126,0.564068399,1.786904762,1.007936508,1.007936508,0.264583333,0.209570957,1.786904762,0.4690625,0.371534653,1,0.2625,0.207920792,Sixth
2,88,224.531,87.207,-26.565,87.207,510,588,0,87.207,0.391928063,2.574690105,1.009093307,1.009093307,0.17254902,0.149659864,2.574690105,0.440256863,0.381855442,1,0.170994118,0.148311224,Sixth
3,114,226.541,112.929,39.611,112.929,501,639,0,112.929,0.503220168,2.006048048,1.009483835,1.009483835,0.22754491,0.178403756,2.006048048,0.452177645,0.354524257,1,0.225407186,0.1767277,Sixth
4,62,227.796,61.188,101.31,61.188,540,579,0,61.188,0.272173348,3.722886841,1.013270576,1.013270576,0.114814815,0.107081174,3.722886841,0.421844444,0.393430052,1,0.113311111,0.105678756,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,91,232.261,90.25,-15.422,90.25,528,534,0,90.25,0.391800604,2.573529086,1.008310249,1.008310249,0.172348485,0.170411985,2.573529086,0.439888258,0.434945693,1,0.17092803,0.169007491,Sixth
2,84,232.432,82.759,-43.531,82.759,540,516,0,82.759,0.361396021,2.808540461,1.014995348,1.014995348,0.155555556,0.162790698,2.808540461,0.43042963,0.450449612,1,0.153257407,0.160385659,Sixth
3,102,235.243,100.578,17.354,100.578,522,555,0,100.578,0.433594198,2.338911094,1.014138281,1.014138281,0.195402299,0.183783784,2.338911094,0.450657088,0.423861261,1,0.192678161,0.181221622,Sixth
4,50,235.197,48.836,79.38,48.836,573,573,1.78E-15,48.836,0.212587746,4.816057826,1.023834876,1.023834876,0.087260035,0.087260035,4.816057826,0.410465969,0.410465969,1,0.085228621,0.085228621,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,99,236.939,98.27,-12.339,98.27,498,591,3.55E-15,98.27,0.417829061,2.411102066,1.007428513,1.007428513,0.198795181,0.16751269,2.411102066,0.475781124,0.400912014,1,0.197329317,0.166277496,Sixth
2,80,236.593,78.518,-46.548,78.518,522,570,0,78.518,0.338133419,3.013232635,1.018874653,1.018874653,0.153256705,0.140350877,3.013232635,0.453243295,0.415075439,1,0.150417625,0.137750877,Sixth
3,96,235.905,95.341,12.724,95.341,504,603,0,95.341,0.406943473,2.474328988,1.006912032,1.006912032,0.19047619,0.15920398,2.474328988,0.468065476,0.391218905,1,0.189168651,0.158111111,Sixth
4,56,233.741,55.317,77.471,55.317,546,624,0,55.317,0.239581417,4.225482221,1.012347018,1.012347018,0.102564103,0.08974359,4.225482221,0.42809707,0.374584936,1,0.101313187,0.088649038,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,112,233.378,111,0,111,498,717,0,111,0.479908132,2.102504505,1.009009009,1.009009009,0.224899598,0.156206416,2.102504505,0.468630522,0.325492329,1,0.222891566,0.154811715,Sixth
2,95,231.13,94.154,-30.651,94.154,513,690,0,94.154,0.411024099,2.45480808,1.008985279,1.008985279,0.185185185,0.137681159,2.45480808,0.450545809,0.334971014,1,0.183536062,0.136455072,Sixth
3,103,235.292,101.514,34.16,101.514,510,741,7.11E-15,101.514,0.43775394,2.317828083,1.014638375,1.014638375,0.201960784,0.13900135,2.317828083,0.461356863,0.317533063,1,0.199047059,0.136995951,Sixth
4,65,233.338,63.64,98.13,63.64,555,681,0,63.64,0.278565857,3.666530484,1.021370207,1.021370207,0.117117117,0.095447871,3.666530484,0.420428829,0.342640235,1,0.114666667,0.093450808,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
