,AREA,PERIMETER,ANGLE,FERET,FERETX,FERETY,FERETZ,MINFERET,LENGTH,Area/Perimeter,Perimeter/Angle,Area/Angle,Area/FeretX,Area/FeretY,Area/FeretZ,Perimeter/FeretX,Perimeter/FeretY,Perimeter/FeretZ,Angle/FeretX,Angle/FeretY,Angle/FeretZ,TYPE
1,159,237.847,157.835,-8.746,157.835,510,669,0,157.835,0.668496975,1.506934457,1.007381126,1.007381126,0.311764706,0.237668161,1.506934457,0.466366667,0.355526158,1,0.309480392,0.235926756,Sixth
2,109,237.155,108.208,-46.123,108.208,558,645,0,108.208,0.45961502,2.191658657,1.007319237,1.007319237,0.195340502,0.168992248,2.191658657,0.425008961,0.367682171,1,0.193921147,0.167764341,Sixth
3,135,239.416,133.929,15.593,133.929,525,690,0,133.929,0.563872089,1.787633746,1.007996774,1.007996774,0.257142857,0.195652174,1.787633746,0.456030476,0.34697971,1,0.255102857,0.1941,Sixth
4,74,241.315,73.055,70.821,73.055,576,711,3.55E-15,73.055,0.30665313,3.303196222,1.01293546,1.01293546,0.128472222,0.104078762,3.303196222,0.418949653,0.33940225,1,0.126831597,0.102749648,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,107,235.226,105.513,-14.826,105.513,486,678,3.55E-15,105.513,0.454881688,2.229355624,1.01409305,1.01409305,0.220164609,0.157817109,2.229355624,0.484004115,0.346941003,1,0.217104938,0.155623894,Sixth
2,90,235.096,89.499,-39.56,89.499,504,663,0,89.499,0.382822336,2.626800299,1.005597828,1.005597828,0.178571429,0.135746606,2.626800299,0.466460317,0.354594268,1,0.177577381,0.13499095,Sixth
3,104,238.485,103.446,16.858,103.446,492,693,0,103.446,0.436086127,2.305405719,1.005355451,1.005355451,0.211382114,0.15007215,2.305405719,0.48472561,0.344134199,1,0.210256098,0.149272727,Sixth
4,57,237.112,56.045,74.476,56.045,537,714,0,56.045,0.240392726,4.230743153,1.017039879,1.017039879,0.106145251,0.079831933,4.230743153,0.441549348,0.332089636,1,0.104366853,0.078494398,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,135,233.774,133.929,-15.593,133.929,489,477,7.11E-15,133.929,0.577480815,1.745506948,1.007996774,1.007996774,0.27607362,0.283018868,1.745506948,0.47806544,0.490092243,1,0.273883436,0.280773585,Sixth
2,122,229.247,120.934,-43.995,120.934,501,447,0,120.934,0.532177084,1.89563729,1.008814725,1.008814725,0.243512974,0.272930649,1.89563729,0.457578842,0.512856823,1,0.24138523,0.270545861,Sixth
3,132,235.391,131.214,10.539,131.214,486,492,0,131.214,0.560769103,1.793947292,1.005990214,1.005990214,0.271604938,0.268292683,1.793947292,0.484343621,0.478436992,1,0.269987654,0.266695122,Sixth
4,70,237.148,69.26,72.35,69.26,534,525,0,69.26,0.295174322,3.424025411,1.010684378,1.010684378,0.131086142,0.133333333,3.424025411,0.444097378,0.451710476,1,0.129700375,0.13192381,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,121,247.517,120.075,-12.995,120.075,570,675,0,120.075,0.488855311,2.061353321,1.007703519,1.007703519,0.212280702,0.179259259,2.061353321,0.434240351,0.366691852,1,0.210657895,0.177888889,Sixth
2,99,247.44,98.407,-37.569,98.407,594,660,0,98.407,0.400096993,2.514455272,1.006025994,1.006025994,0.166666667,0.15,2.514455272,0.416565657,0.374909091,1,0.16566835,0.149101515,Sixth
3,124,249.722,123.329,18.435,123.329,579,702,0,123.329,0.496552166,2.024844116,1.005440732,1.005440732,0.214162349,0.176638177,2.024844116,0.431298791,0.355729345,1,0.213003454,0.175682336,Sixth
4,67,248.227,66.272,84.806,66.272,636,717,0,66.272,0.269914232,3.745578827,1.010985031,1.010985031,0.105345912,0.093444909,3.745578827,0.390294025,0.346202232,1,0.104201258,0.092429568,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,127,211.61,125.929,-12.381,125.929,489,510,0,125.929,0.600160673,1.680391332,1.008504792,1.008504792,0.259713701,0.249019608,1.680391332,0.432740286,0.414921569,1,0.257523517,0.246919608,Sixth
2,99,219.319,97.673,-42.51,97.673,522,492,0,97.673,0.45139728,2.245441422,1.01358615,1.01358615,0.189655172,0.201219512,2.245441422,0.420151341,0.445770325,1,0.187113027,0.198522358,Sixth
3,137,210.446,135.665,18.034,135.665,492,537,0,135.665,0.650998356,1.551218074,1.009840416,1.009840416,0.278455285,0.255121043,1.551218074,0.427735772,0.391891993,1,0.27574187,0.252635009,Sixth
4,68,219.111,67.082,79.695,67.082,558,561,0,67.082,0.310344985,3.266315852,1.013684744,1.013684744,0.121863799,0.121212121,3.266315852,0.392672043,0.390572193,1,0.120218638,0.119575758,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,98,238.539,96.747,-7.125,96.747,531,591,0,96.747,0.410834287,2.465595832,1.012951306,1.012951306,0.184557439,0.165820643,2.465595832,0.449225989,0.403619289,1,0.18219774,0.163700508,Sixth
2,76,239.562,75,-36.87,75,549,579,0,75,0.31724564,3.19416,1.013333333,1.013333333,0.138433515,0.131260794,3.19416,0.436360656,0.413751295,1,0.136612022,0.129533679,Sixth
3,102,237.424,100.846,22.751,100.846,528,612,0,100.846,0.42961116,2.354322432,1.011443191,1.011443191,0.193181818,0.166666667,2.354322432,0.449666667,0.387947712,1,0.190996212,0.164781046,Sixth
4,55,238.082,54.332,83.66,54.332,582,624,0,54.332,0.231012844,4.381984834,1.01229478,1.01229478,0.094501718,0.088141026,4.381984834,0.409075601,0.381541667,1,0.093353952,0.087070513,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,230.456,108.665,-6.34,108.665,564,615,0,108.665,0.477314542,2.120793264,1.012285465,1.012285465,0.195035461,0.178861789,2.120793264,0.408609929,0.374725203,1,0.19266844,0.176691057,Sixth
2,97,225.503,96.047,-38.66,96.047,579,591,0,96.047,0.430149488,2.34784012,1.009922226,1.009922226,0.167530225,0.164128596,2.34784012,0.389469775,0.38156176,1,0.165884283,0.162516074,Sixth
3,123,229.942,122.156,24.677,122.156,573,645,0,122.156,0.534917501,1.882363535,1.006909198,1.006909198,0.214659686,0.190697674,1.882363535,0.401294939,0.356499225,1,0.213186736,0.189389147,Sixth
4,74,221.709,72.56,82.875,72.56,624,657,0,72.56,0.333770844,3.055526461,1.019845645,1.019845645,0.118589744,0.112633181,3.055526461,0.355302885,0.337456621,1,0.116282051,0.1104414,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,140,234.725,138.521,-4.97,138.521,582,705,0,138.521,0.596442646,1.694508414,1.010677081,1.010677081,0.240549828,0.19858156,1.694508414,0.40330756,0.332943262,1,0.238008591,0.196483688,Sixth
2,116,234.271,115.412,-27.897,115.412,600,681,0,115.412,0.495153049,2.029866912,1.005094791,1.005094791,0.193333333,0.170337739,2.029866912,0.390451667,0.344010279,1,0.192353333,0.169474302,Sixth
3,134,234.929,132.883,28.301,132.883,591,729,7.11E-15,132.883,0.570385095,1.767938713,1.008405891,1.008405891,0.226734349,0.183813443,1.767938713,0.397510998,0.322262003,1,0.224844332,0.182281207,Sixth
4,71,235.649,69.584,97.431,69.584,651,672,1.78E-15,69.584,0.301295571,3.386540009,1.020349506,1.020349506,0.10906298,0.105654762,3.386540009,0.361980031,0.350668155,1,0.106887865,0.103547619,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,113,233.977,111.647,-6.17,111.647,558,807,0,111.647,0.482953453,2.095685509,1.012118552,1.012118552,0.202508961,0.140024783,2.095685509,0.41931362,0.289934325,1,0.200084229,0.138348203,Sixth
2,84,235.296,83.409,-37.694,83.409,582,777,0,83.409,0.356997144,2.820990541,1.007085566,1.007085566,0.144329897,0.108108108,2.820990541,0.40428866,0.302826255,1,0.143314433,0.10734749,Sixth
3,98,242.266,96.933,21.801,96.933,561,819,0,96.933,0.404514047,2.499313959,1.011007603,1.011007603,0.174688057,0.11965812,2.499313959,0.431846702,0.295807082,1,0.172786096,0.118355311,Sixth
4,55,239.878,54.083,86.82,54.083,612,831,0,54.083,0.229283219,4.435367861,1.01695542,1.01695542,0.089869281,0.066185319,4.435367861,0.391957516,0.288661853,1,0.088370915,0.065081829,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,89,240.544,88.284,-9.782,88.284,576,600,1.78E-15,88.284,0.369994679,2.72466132,1.00811019,1.00811019,0.154513889,0.148333333,2.72466132,0.417611111,0.400906667,1,0.153270833,0.14714,Sixth
2,71,242.049,69.971,-30.964,69.971,594,591,0,69.971,0.293329037,3.459275986,1.014706093,1.014706093,0.11952862,0.120135364,3.459275986,0.407489899,0.409558376,1,0.117796296,0.118394247,Sixth
3,97,243.463,95.859,20.136,95.859,582,621,0,95.859,0.398417829,2.539803253,1.011902899,1.011902899,0.166666667,0.156199678,2.539803253,0.418321306,0.392049919,1,0.164706186,0.154362319,Sixth
4,53,241.924,51.788,79.992,51.788,624,633,0,51.788,0.219077066,4.671429675,1.023403105,1.023403105,0.084935897,0.083728278,4.671429675,0.387698718,0.382186414,1,0.08299359,0.081813586,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,122,236.148,121.342,-8.531,121.342,660,696,0,121.342,0.516625167,1.946135716,1.00542269,1.00542269,0.184848485,0.175287356,1.946135716,0.3578,0.339293103,1,0.183851515,0.174341954,Sixth
2,73,236.296,72.125,-45,72.125,693,678,0,72.125,0.308934557,3.27620104,1.012131716,1.012131716,0.105339105,0.107669617,3.27620104,0.340975469,0.348519174,1,0.104076479,0.106379056,Sixth
3,93,237.51,92.027,19.026,92.027,678,717,0,92.027,0.391562461,2.580873005,1.010572984,1.010572984,0.137168142,0.129707113,2.580873005,0.350309735,0.33125523,1,0.135733038,0.12835007,Sixth
4,49,238.747,48.374,82.875,48.374,726,729,0,48.374,0.205238181,4.935440526,1.012940836,1.012940836,0.067493113,0.067215364,4.935440526,0.328852617,0.327499314,1,0.066630854,0.066356653,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,237.31,108.665,-6.34,108.665,660,807,0,108.665,0.463528718,2.183867851,1.012285465,1.012285465,0.166666667,0.136307311,2.183867851,0.359560606,0.294064436,1,0.164643939,0.134653036,Sixth
2,87,239.655,85.907,-24.775,85.907,675,798,0,85.907,0.363021844,2.789702818,1.012723061,1.012723061,0.128888889,0.109022556,2.789702818,0.355044444,0.300319549,1,0.12726963,0.107652882,Sixth
3,102,238.652,100.578,17.354,100.578,660,825,0,100.578,0.427400567,2.372805186,1.014138281,1.014138281,0.154545455,0.123636364,2.372805186,0.361593939,0.289275152,1,0.152390909,0.121912727,Sixth
4,43,241.193,42.426,81.87,42.426,714,837,8.88E-16,42.426,0.178280464,5.685028049,1.013529439,1.013529439,0.06022409,0.051373955,5.685028049,0.337805322,0.28816368,1,0.059420168,0.050688172,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,233.286,109.037,-7.907,109.037,540,711,0,109.037,0.471524223,2.139512276,1.008831864,1.008831864,0.203703704,0.154711674,2.139512276,0.432011111,0.328109705,1,0.20192037,0.153357243,Sixth
2,85,232.488,84.054,-34.824,84.054,558,693,0,84.054,0.365610268,2.765936184,1.01125467,1.01125467,0.152329749,0.122655123,2.765936184,0.416645161,0.335480519,1,0.150634409,0.121290043,Sixth
3,118,233.668,116.692,17.969,116.692,534,729,7.11E-15,116.692,0.504989986,2.002433757,1.011208995,1.011208995,0.220973783,0.161865569,2.002433757,0.437580524,0.320532236,1,0.218524345,0.160071331,Sixth
4,67,228.218,66.272,84.806,66.272,600,750,0,66.272,0.293578946,3.443656446,1.010985031,1.010985031,0.111666667,0.089333333,3.443656446,0.380363333,0.304290667,1,0.110453333,0.088362667,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,109,230.281,107.541,-22.989,107.541,519,789,0,107.541,0.473334752,2.141332143,1.013566919,1.013566919,0.210019268,0.138149556,2.141332143,0.443701349,0.291864385,1,0.207208092,0.13630038,Sixth
2,90,232.769,89.095,-45,89.095,537,783,0,89.095,0.386649425,2.612593299,1.010157697,1.010157697,0.167597765,0.114942529,2.612593299,0.433461825,0.297278416,1,0.165912477,0.113786718,Sixth
3,114,229.826,112.969,10.713,112.969,522,822,0,112.969,0.496027429,2.034416521,1.009126398,1.009126398,0.218390805,0.138686131,2.034416521,0.440279693,0.279593674,1,0.216415709,0.137431873,Sixth
4,58,234.816,56.921,71.565,56.921,564,843,0,56.921,0.247001908,4.125296464,1.018956097,1.018956097,0.102836879,0.068801898,4.125296464,0.416340426,0.278548043,1,0.100923759,0.067521945,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,124,252.955,123.329,-4.185,123.329,534,693,0,123.329,0.490205768,2.051058551,1.005440732,1.005440732,0.232209738,0.178932179,2.051058551,0.473698502,0.36501443,1,0.230953184,0.177963925,Sixth
2,90,253.501,89.045,-32.619,89.045,561,675,0,89.045,0.355028185,2.846886406,1.010724914,1.010724914,0.160427807,0.133333333,2.846886406,0.45187344,0.375557037,1,0.15872549,0.131918519,Sixth
3,119,251.508,118.072,27.216,118.072,543,720,0,118.072,0.473145983,2.130123992,1.007859611,1.007859611,0.219152855,0.165277778,2.130123992,0.46318232,0.349316667,1,0.217443831,0.163988889,Sixth
4,67,253.204,66.272,84.806,66.272,600,735,0,66.272,0.264608774,3.820678416,1.010985031,1.010985031,0.111666667,0.091156463,3.820678416,0.422006667,0.344495238,1,0.110453333,0.090165986,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,237.483,108.665,-6.34,108.665,561,771,0,108.665,0.463191049,2.1854599,1.012285465,1.012285465,0.196078431,0.142671855,2.1854599,0.423320856,0.308019455,1,0.193698752,0.140940337,Sixth
2,71,238.17,70.036,-43.264,70.036,600,753,0,70.036,0.298106395,3.40067965,1.01376435,1.01376435,0.118333333,0.094289509,3.40067965,0.39695,0.316294821,1,0.116726667,0.093009296,Sixth
3,91,236.504,90.05,29.982,90.05,576,792,0,90.05,0.384771505,2.626363132,1.010549695,1.010549695,0.157986111,0.11489899,2.626363132,0.410597222,0.298616162,1,0.156336806,0.113699495,Sixth
4,58,233.856,57.079,93.013,57.079,621,744,0,57.079,0.248015873,4.097058463,1.016135531,1.016135531,0.093397746,0.077956989,4.097058463,0.37657971,0.314322581,1,0.091914654,0.076719086,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,145,216.223,144.125,-2.386,144.125,588,795,0,144.125,0.67060396,1.500246314,1.006071119,1.006071119,0.246598639,0.182389937,1.500246314,0.36772619,0.271978616,1,0.245110544,0.181289308,Sixth
2,113,216.397,111.647,-30.7,111.647,612,765,7.11E-15,111.647,0.522188385,1.938224941,1.012118552,1.012118552,0.184640523,0.147712418,1.938224941,0.353589869,0.282871895,1,0.182429739,0.145943791,Sixth
3,124,217.476,123.438,25.942,123.438,603,816,0,123.438,0.570177859,1.76182375,1.004552893,1.004552893,0.205638474,0.151960784,1.76182375,0.360656716,0.266514706,1,0.204706468,0.151272059,Sixth
4,70,213.492,69.065,87.51,69.065,657,825,4.44E-16,69.065,0.327881138,3.09117498,1.013537971,1.013537971,0.106544901,0.084848485,3.09117498,0.324949772,0.258778182,1,0.105121766,0.083715152,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,97,240.038,96.187,-3.576,96.187,474,801,0,96.187,0.404102684,2.49553474,1.008452286,1.008452286,0.20464135,0.121098627,2.49553474,0.506409283,0.299672909,1,0.20292616,0.120083645,Sixth
2,90,240.672,88.64,-23.962,88.64,486,786,0,88.64,0.373952932,2.715162455,1.01534296,1.01534296,0.185185185,0.114503817,2.715162455,0.495209877,0.306198473,1,0.182386831,0.112773537,Sixth
3,90,240.354,89.045,32.619,89.045,486,822,0,89.045,0.37444769,2.699241956,1.010724914,1.010724914,0.185185185,0.109489051,2.699241956,0.494555556,0.29240146,1,0.183220165,0.108327251,Sixth
4,49,245.163,48,90,48,531,783,0,48,0.199867027,5.1075625,1.020833333,1.020833333,0.092278719,0.062579821,5.1075625,0.461700565,0.31310728,1,0.09039548,0.061302682,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,130,231.803,129.314,-3.991,129.314,450,756,0,129.314,0.560821042,1.792559197,1.005304917,1.005304917,0.288888889,0.171957672,1.792559197,0.515117778,0.306617725,1,0.287364444,0.171050265,Sixth
2,114,230.982,112.73,-25.201,112.73,474,729,7.11E-15,112.73,0.493544952,2.048984299,1.011265856,1.011265856,0.240506329,0.156378601,2.048984299,0.487303797,0.316847737,1,0.237827004,0.154636488,Sixth
3,138,231.547,137.084,23.199,137.084,453,783,0,137.084,0.595991311,1.689088442,1.006682034,1.006682034,0.304635762,0.176245211,1.689088442,0.51114128,0.295717752,1,0.302613687,0.175075351,Sixth
4,67,230.836,66,90,66,534,723,0,66,0.290249355,3.497515152,1.015151515,1.015151515,0.125468165,0.092669433,3.497515152,0.432277154,0.319275242,1,0.123595506,0.091286307,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,95,242.246,94.202,-9.162,94.202,498,855,1.78E-15,94.202,0.392163338,2.57155899,1.008471158,1.008471158,0.190763052,0.111111111,2.57155899,0.486437751,0.283328655,1,0.189160643,0.110177778,Sixth
2,69,240.978,68.015,-41.424,68.015,519,840,0,68.015,0.286333192,3.543012571,1.0144821,1.0144821,0.132947977,0.082142857,3.543012571,0.464312139,0.286878571,1,0.131050096,0.080970238,Sixth
3,92,240.841,91.389,23.199,91.389,507,873,0,91.389,0.38199476,2.635339045,1.006685706,1.006685706,0.181459566,0.105383734,2.635339045,0.475031558,0.275877434,1,0.180254438,0.104683849,Sixth
4,55,237.376,54.332,83.66,54.332,546,885,0,54.332,0.231699919,4.36899065,1.01229478,1.01229478,0.100732601,0.062146893,4.36899065,0.434754579,0.268221469,1,0.099509158,0.06139209,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,235.232,108.665,-6.34,108.665,456,675,0,108.665,0.467623453,2.164744858,1.012285465,1.012285465,0.24122807,0.162962963,2.164744858,0.515859649,0.348491852,1,0.238300439,0.160985185,Sixth
2,82,232.762,80.777,-31.329,80.777,480,657,0,80.777,0.352291182,2.881538062,1.015140448,1.015140448,0.170833333,0.124809741,2.881538062,0.484920833,0.354280061,1,0.168285417,0.12294825,Sixth
3,112,233.136,111.364,27.255,111.364,468,699,0,111.364,0.480406286,2.093459287,1.005711002,1.005711002,0.239316239,0.160228898,2.093459287,0.498153846,0.333527897,1,0.237957265,0.159319027,Sixth
4,55,234.687,54.083,86.82,54.083,516,705,0,54.083,0.234354694,4.339385759,1.01695542,1.01695542,0.106589147,0.078014184,4.339385759,0.454819767,0.332889362,1,0.104812016,0.076713475,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,110,237.216,108.706,-27.979,108.706,573,570,0,108.706,0.463712397,2.182179457,1.011903667,1.011903667,0.191972077,0.192982456,2.182179457,0.413989529,0.416168421,1,0.189713787,0.190712281,Sixth
2,112,234.77,111.162,3.094,111.162,570,594,0,111.162,0.477062657,2.111962721,1.007538547,1.007538547,0.196491228,0.188552189,2.111962721,0.411877193,0.39523569,1,0.195021053,0.187141414,Sixth
3,84,232.56,83.355,-59.744,83.355,606,564,0,83.355,0.36119711,2.789994601,1.007737988,1.007737988,0.138613861,0.14893617,2.789994601,0.383762376,0.412340426,1,0.137549505,0.147792553,Sixth
4,65,235.326,63.569,-109.29,63.569,615,627,0,63.569,0.276212573,3.701898724,1.022510972,1.022510972,0.105691057,0.103668262,3.701898724,0.382643902,0.375320574,1,0.103364228,0.101385965,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,133,227.674,132.442,-13.092,132.442,492,603,0,132.442,0.584168592,1.719046828,1.004213165,1.004213165,0.270325203,0.220563847,1.719046828,0.462752033,0.377568823,1,0.269191057,0.219638474,Sixth
2,88,230.478,87.207,-40.815,87.207,522,591,0,87.207,0.381815184,2.642884172,1.009093307,1.009093307,0.168582375,0.148900169,2.642884172,0.441528736,0.389979695,1,0.167063218,0.147558376,Sixth
3,111,229.197,110.064,17.447,110.064,507,627,0,110.064,0.484299533,2.082397514,1.008504143,1.008504143,0.218934911,0.177033493,2.082397514,0.452065089,0.365545455,1,0.217088757,0.17554067,Sixth
4,64,228.892,62.642,73.301,62.642,561,645,0,62.642,0.27960785,3.65397018,1.021678746,1.021678746,0.114081996,0.099224806,3.65397018,0.40800713,0.354871318,1,0.111661319,0.09711938,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,83,235.05,82.098,-2.793,82.098,482,488,0,82.098,0.353116358,2.863041731,1.010986869,1.010986869,0.17219917,0.170081967,2.863041731,0.487655602,0.481659836,1,0.170327801,0.168233607,Sixth
2,55,232.787,53.852,-21.801,53.852,504,480,3.55E-15,53.852,0.236267489,4.322717819,1.021317686,1.021317686,0.109126984,0.114583333,4.322717819,0.461878968,0.484972917,1,0.106849206,0.112191667,Sixth
3,69,231.134,68.411,15.255,68.411,488,500,0,68.411,0.298528127,3.378608703,1.008609727,1.008609727,0.141393443,0.138,3.378608703,0.473635246,0.462268,1,0.140186475,0.136822,Sixth
4,29,230.98,28.284,81.87,28.284,524,504,0,28.284,0.125551996,8.166454533,1.025314666,1.025314666,0.055343511,0.057539683,8.166454533,0.440801527,0.458293651,1,0.053977099,0.056119048,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,94,226.091,92.973,-18.825,92.973,528,490,3.55E-15,92.973,0.415761795,2.431792026,1.011046218,1.011046218,0.178030303,0.191836735,2.431792026,0.428202652,0.461410204,1,0.176085227,0.189740816,Sixth
2,72,226.743,70.937,-40.426,70.937,540,480,0,70.937,0.317540123,3.196399622,1.014985128,1.014985128,0.133333333,0.15,3.196399622,0.419894444,0.47238125,1,0.131364815,0.147785417,Sixth
3,87,224.304,86.023,-1.332,86.023,530,498,0,86.023,0.387866467,2.607488695,1.011357428,1.011357428,0.164150943,0.174698795,2.607488695,0.423215094,0.450409639,1,0.162307547,0.172736948,Sixth
4,41,226.225,40.497,57.095,40.497,560,522,0,40.497,0.181235496,5.586216263,1.012420673,1.012420673,0.073214286,0.078544061,5.586216263,0.403973214,0.433381226,1,0.072316071,0.07758046,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,108,228.356,107.201,-14.036,107.201,444,358,0,107.201,0.472945751,2.130166696,1.007453289,1.007453289,0.243243243,0.301675978,2.130166696,0.514315315,0.637865922,1,0.241443694,0.299444134,Sixth
2,83,220.977,81.633,-30.964,81.633,464,352,0,81.633,0.375604701,2.706956745,1.016745679,1.016745679,0.17887931,0.235795455,2.706956745,0.476243534,0.627775568,1,0.17593319,0.231911932,Sixth
3,89,235.288,88.023,-1.302,88.023,452,370,0,88.023,0.378259835,2.67302864,1.011099372,1.011099372,0.196902655,0.240540541,2.67302864,0.520548673,0.635913514,1,0.19474115,0.2379,Sixth
4,32,238.798,30.594,78.69,30.594,494,384,8.88E-16,30.594,0.134004472,7.805386677,1.045956724,1.045956724,0.064777328,0.083333333,7.805386677,0.483396761,0.621869792,1,0.061931174,0.079671875,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,77,236.363,75.895,18.435,75.895,426,362,3.55E-15,75.895,0.325770108,3.114342183,1.014559589,1.014559589,0.180751174,0.212707182,3.114342183,0.554842723,0.652936464,1,0.178157277,0.209654696,Sixth
2,81,233.747,80.225,-4.289,80.225,424,350,0,80.225,0.346528512,2.913642879,1.00966033,1.00966033,0.191037736,0.231428571,2.913642879,0.551290094,0.667848571,1,0.189209906,0.229214286,Sixth
3,63,239.406,62.225,45,62.225,440,372,0,62.225,0.263151299,3.847424669,1.012454801,1.012454801,0.143181818,0.169354839,3.847424669,0.544104545,0.643564516,1,0.141420455,0.167271505,Sixth
4,42,233.886,41.231,112.834,41.231,450,332,0,41.231,0.179574665,5.672576459,1.018651015,1.018651015,0.093333333,0.126506024,5.672576459,0.519746667,0.704475904,1,0.091624444,0.124189759,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,77,239.415,76.105,3.013,76.105,392,502,0,76.105,0.321617275,3.145851127,1.011760068,1.011760068,0.196428571,0.153386454,3.145851127,0.610752551,0.476922311,1,0.194145408,0.151603586,Sixth
2,79,232.948,78.435,-19.359,78.435,400,490,0,78.435,0.33913148,2.96994964,1.007203417,1.007203417,0.1975,0.16122449,2.96994964,0.58237,0.475404082,1,0.1960875,0.160071429,Sixth
3,65,236.294,63.812,32.196,63.812,404,520,0,63.812,0.275081043,3.702971228,1.018617188,1.018617188,0.160891089,0.125,3.702971228,0.584886139,0.454411538,1,0.157950495,0.122715385,Sixth
4,37,236.537,36.056,93.18,36.056,430,484,0,36.056,0.156423731,6.560267362,1.026181495,1.026181495,0.086046512,0.076446281,6.560267362,0.550086047,0.48871281,1,0.083851163,0.074495868,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,89,237.398,88.023,1.302,88.023,460,376,0,88.023,0.374897851,2.696999648,1.011099372,1.011099372,0.193478261,0.236702128,2.696999648,0.516082609,0.63137766,1,0.191354348,0.234103723,Sixth
2,88,239.736,86.649,-18.853,86.649,462,364,0,86.649,0.367070444,2.766748606,1.01559164,1.01559164,0.19047619,0.241758242,2.766748606,0.518909091,0.658615385,1,0.187551948,0.238046703,Sixth
3,65,241.433,63.812,32.196,63.812,478,390,0,63.812,0.269225831,3.78350467,1.018617188,1.018617188,0.135983264,0.166666667,3.78350467,0.505089958,0.619058974,1,0.133497908,0.163620513,Sixth
4,43,242.195,42.19,95.44,42.19,504,356,0,42.19,0.177542889,5.740578336,1.019198862,1.019198862,0.08531746,0.120786517,5.740578336,0.480545635,0.680323034,1,0.083710317,0.118511236,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,95,242.117,93.638,-19.983,93.638,516,550,0,93.638,0.392372283,2.585670348,1.014545377,1.014545377,0.184108527,0.172727273,2.585670348,0.469218992,0.440212727,1,0.181468992,0.170250909,Sixth
2,71,240.547,70,-36.87,70,536,546,0,70,0.295160613,3.436385714,1.014285714,1.014285714,0.132462687,0.13003663,3.436385714,0.448781716,0.440562271,1,0.130597015,0.128205128,Sixth
3,87,242.157,86,0,86,520,564,0,86,0.359271051,2.81577907,1.011627907,1.011627907,0.167307692,0.154255319,2.81577907,0.465686538,0.429356383,1,0.165384615,0.15248227,Sixth
4,36,244.33,34.928,66.371,34.928,556,580,0,34.928,0.14734171,6.995247366,1.030691709,1.030691709,0.064748201,0.062068966,6.995247366,0.439442446,0.421258621,1,0.062820144,0.06022069,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,124,196.344,122.703,19.026,122.703,528,572,0,122.703,0.631544636,1.600156475,1.010570239,1.010570239,0.234848485,0.216783217,1.600156475,0.371863636,0.343258741,1,0.232392045,0.214515734,Sixth
2,103,196.366,102.176,3.366,102.176,532,556,0,102.176,0.524530723,1.921840745,1.008064516,1.008064516,0.193609023,0.185251799,1.921840745,0.369109023,0.353176259,1,0.19206015,0.183769784,Sixth
